"","price_per_sqmt","facing_direction","floor_level","decoration"
"23231",45057,"South","middle","other"
"23232",30140,"South","middle","other"
"23233",29074,"North","high","other"
"23234",36163,"South","middle","simple"
"23235",31344,"East/West","top","refined"
"23236",30098,"South","middle","other"
"23237",34268,"East/West","high","refined"
"23238",28528,"South","middle","simple"
"23239",32759,"South","low","refined"
"23240",36108,"South","middle","refined"
"23241",29925,"South","low","simple"
"23242",39827,"South","top","refined"
"23243",26295,"South","low","other"
"23244",33362,"South","middle","refined"
"23245",41805,"South","first","simple"
"23246",23776,"South","high","refined"
"23247",37335,"South","high","refined"
"23248",36229,"South","middle","simple"
"23249",25996,"South","low","other"
"23250",29597,"South","middle","refined"
"23251",27143,"South","high","refined"
"23252",36058,"South","high","refined"
"23253",43874,"South","low","simple"
"23254",28547,"South","low","refined"
"23255",30993,"East/West","middle","other"
"23256",34605,"South","middle","simple"
"23257",27602,"East/West","high","simple"
"23258",33677,"South","middle","refined"
"23259",26799,"South","high","refined"
"23260",26942,"North","low","simple"
"23261",31351,"East/West","top","simple"
"23262",40173,"South","middle","refined"
"23263",25489,"South","high","refined"
"23264",34099,"South","low","refined"
"23265",37475,"South","low","simple"
"23266",29382,"South","high","other"
"23267",25108,"South","middle","refined"
"23268",28001,"South","first","simple"
"23269",25757,"South","top","refined"
"23270",30952,"South","middle","refined"
"23271",33024,"East/West","middle","refined"
"23272",23460,"South","first","refined"
"23273",28680,"South","low","simple"
"23274",3,"South","high","refined"
"23275",24460,"South","middle","refined"
"23276",34710,"South","middle","simple"
"23277",39371,"South","middle","other"
"23278",35715,"South","first","refined"
"23279",32321,"South","middle","refined"
"23280",28642,"South","middle","refined"
"23281",32022,"North","high","other"
"23282",35367,"East/West","high","simple"
"23283",30802,"South","middle","simple"
"23284",34934,"South","high","refined"
"23285",42195,"South","middle","refined"
"23286",28703,"South","high","refined"
"23287",38888,"South","low","refined"
"23288",36061,"South","middle","simple"
"23289",28466,"East/West","middle","other"
"23290",26694,"North","low","refined"
"23291",26925,"South","low","other"
"23292",22821,"North","high","simple"
"23293",23319,"South","middle","refined"
"23294",27867,"South","low","other"
"23295",39103,"South","high","refined"
"23296",33202,"South","high","simple"
"23297",31177,"South","middle","other"
"23298",29557,"North","middle","other"
"23299",29853,"South","middle","other"
"23300",37226,"East/West","high","other"
"23301",29920,"South","middle","other"
"23302",36803,"South","high","other"
"23303",30809,"South","high","other"
"23304",30991,"South","first","other"
"23305",29157,"South","middle","other"
"23306",31654,"East/West","high","other"
"23307",29547,"South","middle","other"
"23308",24473,"South","middle","other"
"23309",25740,"South","middle","other"
"23310",29345,"South","low","other"
"23311",33458,"East/West","high","other"
"23312",35614,"North","low","other"
"23313",40840,"South","high","other"
"23314",30263,"South","high","other"
"23315",28859,"South","middle","other"
"23316",30817,"South","middle","other"
"23317",43921,"South","high","other"
"23318",28425,"South","high","other"
"23319",25753,"North","top","other"
"23320",38922,"South","low","other"
"23321",30879,"South","low","other"
"23322",32263,"East/West","low","other"
"23323",36892,"South","high","other"
"23324",28347,"South","high","other"
"23325",32263,"South","middle","other"
"23326",31416,"South","low","other"
"23327",27133,"South","high","other"
"23328",33589,"South","middle","other"
"23329",25472,"South","high","other"
"23330",28347,"South","middle","other"
"23331",29122,"South","high","other"
"23332",34758,"South","middle","other"
"23333",32219,"South","high","other"
"23334",23614,"North","high","other"
"23335",32799,"South","high","other"
"23336",29589,"East/West","top","other"
"23337",34380,"South","top","other"
"23338",37541,"South","middle","other"
"23339",25778,"South","middle","other"
"23340",31685,"East/West","first","other"
"23341",26909,"South","high","other"
"23342",25976,"South","middle","other"
"23343",25778,"South","middle","other"
"23344",24234,"South","low","other"
"23345",22429,"North","high","other"
"23346",26689,"South","high","other"
"23347",27009,"South","high","other"
"23348",32080,"South","middle","other"
"23349",31946,"South","middle","other"
"23350",24163,"North","middle","other"
"23351",32019,"South","first","other"
"23352",27122,"South","middle","other"
"23353",23676,"South","middle","other"
"23354",19898,"South","middle","other"
"23355",22415,"South","high","other"
"23356",20384,"South","high","other"
"23357",18305,"North","low","other"
"23358",27268,"South","middle","other"
"23359",20875,"South","middle","other"
"23360",22940,"South","high","other"
"23361",18629,"South","middle","other"
"23362",20831,"South","first","other"
"23363",18859,"North","high","other"
"23364",18305,"South","low","other"
"23365",26358,"South","middle","other"
"23366",17394,"North","high","other"
"23367",27503,"South","low","other"
"23368",21926,"East/West","low","other"
"23369",20000,"South","high","other"
"23370",17351,"North","low","other"
"23371",19485,"South","high","other"
"23372",17606,"South","low","other"
"23373",75745,"South","top","refined"
"23374",79821,"South","top","simple"
"23375",75216,"South","high","simple"
"23376",79267,"South","first","simple"
"23377",84552,"South","middle","simple"
"23378",73630,"South","top","simple"
"23379",83319,"South","middle","refined"
"23380",82615,"South","high","refined"
"23381",72221,"South","top","refined"
"23382",80549,"South","middle","refined"
"23383",68948,"South","middle","refined"
"23384",67416,"South","first","refined"
"23385",53630,"South","middle","refined"
"23386",48490,"South","top","simple"
"23387",49322,"South","low","other"
"23388",48618,"South","middle","refined"
"23389",48089,"South","low","refined"
"23390",46349,"South","first","simple"
"23391",40409,"South","middle","simple"
"23392",49322,"South","middle","other"
"23393",48442,"South","middle","other"
"23394",46328,"South","middle","other"
"23395",44919,"South","high","other"
"23396",31929,"South","high","other"
"23397",29682,"South","high","other"
"23398",28935,"South","middle","other"
"23399",32304,"South","first","other"
"23400",73837,"South","first","simple"
"23401",74959,"South","high","refined"
"23402",73195,"East/West","middle","refined"
"23403",69824,"East/West","low","other"
"23404",77189,"South","low","simple"
"23405",74026,"South","low","simple"
"23406",75588,"South","first","refined"
"23407",76661,"South","middle","refined"
"23408",75763,"South","low","other"
"23409",76503,"South","middle","refined"
"23410",82775,"South","top","simple"
"23411",76913,"South","first","other"
"23412",77189,"South","high","simple"
"23413",77293,"South","middle","refined"
"23414",79759,"South","low","simple"
"23415",74185,"South","first","simple"
"23416",71978,"East/West","high","simple"
"23417",65885,"East/West","top","simple"
"23418",78652,"South","low","other"
"23419",76003,"South","first","simple"
"23420",74619,"South","high","refined"
"23421",77675,"South","middle","simple"
"23422",73677,"South","middle","simple"
"23423",72777,"South","middle","refined"
"23424",71923,"South","middle","simple"
"23425",78827,"South","middle","refined"
"23426",80839,"South","middle","refined"
"23427",77736,"South","middle","simple"
"23428",42026,"South","middle","simple"
"23429",79115,"South","middle","bare"
"23430",71404,"East/West","middle","other"
"23431",69040,"East/West","high","other"
"23432",80187,"South","low","refined"
"23433",77602,"South","middle","refined"
"23434",75701,"South","low","refined"
"23435",75448,"South","low","simple"
"23436",68653,"East/West","middle","simple"
"23437",77188,"South","high","simple"
"23438",70330,"South","high","simple"
"23439",76912,"South","middle","refined"
"23440",78652,"South","high","simple"
"23441",79256,"South","high","simple"
"23442",80188,"South","top","refined"
"23443",70537,"South","low","other"
"23444",49741,"South","middle","simple"
"23445",80825,"South","middle","other"
"23446",71531,"South","middle","other"
"23447",79945,"South","top","simple"
"23448",86142,"South","top","refined"
"23449",69519,"South","first","refined"
"23450",79478,"South","middle","refined"
"23451",74480,"South","middle","simple"
"23452",72171,"South","first","simple"
"23453",67188,"South","high","simple"
"23454",69939,"South","top","refined"
"23455",63803,"South","middle","refined"
"23456",56238,"South","middle","refined"
"23457",62661,"South","high","refined"
"23458",53920,"South","middle","refined"
"23459",55159,"South","top","simple"
"23460",61832,"South","high","refined"
"23461",62027,"South","middle","refined"
"23462",60794,"South","middle","refined"
"23463",59075,"South","middle","refined"
"23464",56047,"South","low","refined"
"23465",59639,"South","low","refined"
"23466",56375,"South","middle","simple"
"23467",56357,"South","low","other"
"23468",55532,"South","top","simple"
"23469",55824,"South","middle","refined"
"23470",55092,"South","middle","refined"
"23471",24320,"South","basement","simple"
"23472",48715,"South","low","simple"
"23473",41416,"South","top","other"
"23474",54850,"South","low","refined"
"23475",46086,"East/West","low","simple"
"23476",41816,"East/West","low","simple"
"23477",40316,"East/West","top","simple"
"23478",49267,"South","low","refined"
"23479",46618,"South","low","refined"
"23480",51093,"South","low","other"
"23481",43781,"South","top","simple"
"23482",46666,"South","middle","simple"
"23483",51601,"South","top","refined"
"23484",48381,"South","middle","refined"
"23485",50439,"South","middle","refined"
"23486",36700,"South","middle","refined"
"23487",26667,"South","basement","simple"
"23488",36323,"South","low","simple"
"23489",33021,"South","top","simple"
"23490",43660,"South","middle","other"
"23491",37677,"East/West","top","simple"
"23492",45987,"South","middle","simple"
"23493",40610,"East/West","low","bare"
"23494",47140,"South","middle","simple"
"23495",47620,"South","low","simple"
"23496",40165,"South","middle","simple"
"23497",42464,"South","high","simple"
"23498",44797,"South","middle","simple"
"23499",37269,"East/West","middle","simple"
"23500",39247,"East/West","high","refined"
"23501",40931,"South","middle","simple"
"23502",41936,"South","top","other"
"23503",42294,"South","first","simple"
"23504",46822,"South","middle","refined"
"23505",35599,"South","top","other"
"23506",37055,"East/West","middle","refined"
"23507",36873,"East/West","low","refined"
"23508",33441,"East/West","high","simple"
"23509",39251,"South","middle","refined"
"23510",43104,"South","top","refined"
"23511",48442,"South","top","refined"
"23512",38266,"East/West","middle","other"
"23513",46977,"South","middle","other"
"23514",44577,"South","top","other"
"23515",41717,"South","low","other"
"23516",48169,"South","high","other"
"23517",40477,"South","middle","other"
"23518",43963,"South","first","other"
"23519",46301,"South","middle","other"
"23520",42421,"South","middle","other"
"23521",40562,"South","top","other"
"23522",37779,"South","high","other"
"23523",39165,"South","first","other"
"23524",40323,"South","top","other"
"23525",24638,"South","high","other"
"23526",41627,"South","low","other"
"23527",33963,"South","first","other"
